As_of_Date_In_Form_YYMMDD,Market_and_Exchange_Names,CFTC_Contract_Market_Code,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Net_Dealer,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Net_AssetManager,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Net_LevFunds,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Net_OtherReport,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Net_NonReport
250304,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,13874A,141049,1012245,47511,-871196,1118800,207296,100424,911504,241275,529255,40300,-287980,202030,89570,1908,112460,287647,152435,135212
250225,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,13874A,140761,942897,44701,-802136,1130093,208953,95575,921140,186291,522309,48006,-336018,190621,114189,2308,76432,288516,147934,140582
250218,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,13874A,147949,920086,36814,-772137,1136814,185795,94993,951019,193400,548990,51592,-355590,175418,130661,2380,44757,281293,149342,131951
250211,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,13874A,135406,897622,35704,-762216,1119018,184454,96710,934564,190122,548068,46813,-357946,192357,137478,2466,54879,277921,147202,130719
250204,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,13874A,136303,903871,34823,-767568,1108017,181413,98367,926604,175502,499856,66751,-324354,175023,137983,5289,37040,271788,143510,128278
250128,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,13874A,141742,900312,29419,-758570,1134997,170433,97007,964564,123096,519754,52852,-396658,169237,114030,5672,55207,279072,143615,135457
250121,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,13874A,148421,911235,26634,-762814,1113434,180701,108467,932733,138324,525999,28921,-387675,186430,104822,6351,81608,279487,143339,136148
250114,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,13874A,136950,927968,40701,-791018,1113230,187638,112293,925592,151543,448908,52206,-297365,163161,116572,5570,46589,268436,152234,116202
250107,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,13874A,139721,941253,37817,-801532,1155929,164208,101240,991721,151126,489620,41238,-338494,157623,128718,9041,28905,275524,156124,119400
250729,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,45720,57722,0,-12002,16393,309,181,16084,0,5391,0,-5391,0,330,0,-330,2964,1325,1639
250722,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,45445,56860,0,-11415,16242,951,181,15291,0,5317,0,-5317,0,333,0,-333,2965,1191,1774
250715,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,45445,56972,0,-11527,16229,951,181,15278,0,5393,0,-5393,0,336,0,-336,3034,1056,1978
250708,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,47701,57799,0,-10098,16341,642,181,15699,0,5807,0,-5807,0,1266,0,-1266,3127,1655,1472
250701,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,47671,58257,0,-10586,17227,642,181,16585,0,6449,0,-6449,0,1392,0,-1392,3079,1237,1842
250624,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,47874,57853,0,-9979,16759,2220,181,14539,224,6348,0,-6124,0,0,0,0,2736,1172,1564
250617,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,49812,62363,26093,-12551,17201,2442,181,14759,237,4201,2903,-3964,0,0,0,0,2623,867,1756
250610,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,50137,63911,0,-13774,16411,222,27,16189,224,4527,0,-4303,0,0,0,0,2763,875,1888
250603,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,51781,64488,0,-12707,16452,738,27,15714,0,4741,0,-4741,0,0,0,0,2875,1141,1734
250527,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,50979,64989,0,-14010,17378,222,27,17156,0,5397,0,-5397,0,0,0,0,3191,940,2251
250520,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,51343,64692,0,-13349,16290,222,0,16068,0,5095,0,-5095,381,0,0,381,2868,873,1995
250513,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,51706,63002,0,-11296,13815,222,0,13593,0,3516,0,-3516,0,0,0,0,2379,1160,1219
250506,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,51934,63062,0,-11128,13056,387,0,12669,0,3489,0,-3489,0,0,0,0,2270,322,1948
250429,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,52012,62225,0,-10213,11914,387,0,11527,0,2777,0,-2777,0,0,0,0,2206,743,1463
250422,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,50362,62610,0,-12248,13816,387,0,13429,0,2595,0,-2595,0,0,0,0,2208,794,1414
250415,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,50090,63079,0,-12989,14521,387,0,14134,0,2555,0,-2555,0,0,0,0,2277,867,1410
250408,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,49574,64599,0,-15025,16958,387,0,16571,0,2511,0,-2511,0,0,0,0,2663,1698,965
250401,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,47852,69453,0,-21601,23453,387,0,23066,849,3401,0,-2552,0,0,0,0,3317,2230,1087
250325,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,47808,70824,0,-23016,22418,492,0,21926,837,3311,0,-2474,0,0,0,0,4180,616,3564
250318,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,41148,64895,15255,-23747,22938,492,0,22446,625,1984,74,-1359,0,0,0,0,3474,814,2660
250311,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,32319,59598,2000,-27279,24471,492,0,23979,1163,1443,150,-280,0,0,0,0,4241,661,3580
250304,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,33623,66285,0,-32662,32220,2579,0,29641,2149,1687,349,462,0,0,0,0,3519,960,2559
250225,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,35476,64400,0,-28924,29839,2579,0,27260,2164,1685,349,479,0,0,0,0,3733,2548,1185
250218,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,36176,64275,0,-28099,27470,3246,0,24224,2370,1593,349,777,0,0,0,0,3608,510,3098
250211,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,35029,65038,0,-30009,27270,851,0,26419,2329,1454,349,875,0,0,0,0,3693,978,2715
250204,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,32087,67130,0,-35043,32150,888,0,31262,2284,1419,349,865,0,0,0,0,3902,986,2916
250128,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,30980,66448,0,-35468,33037,888,0,32149,2039,1678,349,361,0,0,0,0,3951,993,2958
250121,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,30891,64617,0,-33726,31217,304,0,30913,1213,1241,423,-28,0,0,0,0,3921,1080,2841
250114,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,30879,62744,0,-31865,30809,1128,0,29681,1048,1452,423,-404,0,0,0,0,3527,939,2588
250107,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874C,31513,62183,0,-30670,25696,218,0,25478,1048,1295,423,-247,0,0,0,0,6285,846,5439
250610,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,13874E,5733,14396,0,-8663,11463,1299,223,10164,232,825,0,-593,0,1746,37,-1746,2235,1397,838
250729,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874F,997,3424,0,-2427,3413,1719,0,1694,1221,885,0,336,0,336,0,-336,2010,1277,733
250722,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874F,2310,2819,0,-509,3334,2738,0,596,1271,1096,0,175,0,1836,0,-1836,2736,1162,1574
250617,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,13874F,2876,2611,1785,265,3084,5008,0,-1924,651,385,223,266,612,0,0,612,1745,964,781
250617,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,10081,5266,2255,4815,1230,3927,0,-2697,0,1452,640,-1452,0,0,0,0,802,1468,-666
250429,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,9810,6566,0,3244,3971,5606,0,-1635,0,1312,0,-1312,0,0,0,0,838,1135,-297
250422,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,9854,6556,0,3298,3940,5725,0,-1785,0,1192,0,-1192,0,0,0,0,849,1170,-321
250415,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,9870,6551,0,3319,3940,5698,0,-1758,0,1407,0,-1407,0,0,0,0,761,915,-154
250408,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,10899,4304,0,6595,1230,5976,0,-4746,0,1494,0,-1494,0,0,0,0,782,1137,-355
250401,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,8691,4214,0,4477,3730,6042,0,-2312,0,2044,0,-2044,0,0,0,0,843,964,-121
250325,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,10655,4176,0,6479,3730,8338,0,-4608,0,1564,0,-1564,0,0,0,0,591,898,-307
250318,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,9282,2904,9136,6378,2130,6527,0,-4397,0,1623,206,-1623,0,0,0,0,742,1100,-358
250311,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,8335,5895,0,2440,8373,6483,0,1890,0,1422,0,-1422,0,0,0,0,505,3413,-2908
250304,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,6049,7881,0,-1832,8373,4261,0,4112,0,2051,0,-2051,0,0,0,0,716,945,-229
250225,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,6193,8950,0,-2757,9450,4241,0,5209,0,2195,0,-2195,0,0,0,0,654,911,-257
250218,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,5652,8915,0,-3263,9768,4208,0,5560,0,2035,0,-2035,0,0,0,0,876,1138,-262
250211,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,5031,11825,0,-6794,13346,4251,0,9095,0,2444,0,-2444,0,0,0,0,942,799,143
250121,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,5536,8208,0,-2672,8648,3932,0,4716,0,1187,0,-1187,0,0,0,0,561,1418,-857
250114,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,5636,7247,0,-1611,8652,5047,0,3605,0,1397,0,-1397,0,0,0,0,642,1239,-597
250107,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,13874H,6538,5294,0,1244,6126,5096,0,1030,0,1747,0,-1747,0,0,0,0,630,1157,-527
250729,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,1723,15318,0,-13595,12749,358,0,12391,491,798,0,-307,0,0,0,0,2214,703,1511
250722,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,1613,15800,0,-14187,13312,358,0,12954,476,776,0,-300,0,0,0,0,2360,827,1533
250715,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,1618,15539,0,-13921,13224,358,0,12866,245,814,0,-569,0,0,0,0,2439,815,1624
250708,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,1594,14171,0,-12577,12518,358,0,12160,213,1014,0,-801,0,481,0,-481,2404,705,1699
250701,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,1934,13994,0,-12060,11924,358,0,11566,0,1027,0,-1027,0,0,0,0,2615,1094,1521
250624,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,1924,13989,0,-12065,12156,649,0,11507,0,948,0,-948,0,0,0,0,2402,896,1506
250617,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,3408,16071,2582,-12663,12324,907,0,11417,3,1041,213,-1038,0,0,0,0,3349,1065,2284
250610,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,3611,15437,0,-11826,11789,907,0,10882,0,867,0,-867,414,0,0,414,2377,980,1397
250603,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,3695,15124,0,-11429,11581,907,0,10674,0,792,0,-792,476,0,0,476,2190,1119,1071
250527,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,3740,14379,0,-10639,10459,1639,0,8820,0,769,0,-769,917,0,0,917,2335,664,1671
250520,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,3481,14393,0,-10912,10696,1639,0,9057,0,788,0,-788,1442,0,0,1442,2093,892,1201
250513,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,3667,14018,0,-10351,10086,423,0,9663,0,784,0,-784,0,0,0,0,2450,978,1472
250506,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,3957,13145,0,-9188,10472,423,0,10049,0,758,0,-758,0,0,0,0,2634,2737,-103
250429,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,3062,14797,0,-11735,11382,423,0,10959,0,902,0,-902,0,0,0,0,2425,747,1678
250422,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,2809,13433,0,-10624,11061,482,0,10579,0,968,0,-968,0,0,0,0,2452,1439,1013
250415,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,2199,13129,0,-10930,11269,482,0,10787,0,899,0,-899,0,0,0,0,1918,876,1042
250408,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,2479,12275,0,-9796,9496,482,0,9014,0,490,0,-490,0,0,0,0,2162,890,1272
250401,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,2764,12056,0,-9292,8924,501,0,8423,0,537,0,-537,0,0,0,0,2142,736,1406
250318,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,4318,14452,2375,-10134,8869,0,0,8869,270,527,1,-257,0,0,0,0,2112,590,1522
250311,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,4131,14558,0,-10427,9567,0,15,9567,0,543,0,-543,0,0,0,0,2056,653,1403
250304,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,5614,14227,9,-8613,7873,520,15,7353,0,497,0,-497,0,0,0,0,2333,576,1757
250225,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,5605,14236,0,-8631,7786,520,15,7266,0,577,0,-577,0,0,0,0,2657,715,1942
250218,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,4803,14220,0,-9417,8627,520,15,8107,0,568,0,-568,0,0,0,0,2378,500,1878
250211,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,4936,13495,0,-8559,7935,700,15,7235,0,511,0,-511,0,0,0,0,2385,550,1835
250204,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,4960,13610,0,-8650,8092,700,15,7392,0,494,0,-494,0,0,0,0,2276,524,1752
250128,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,3606,13632,0,-10026,9657,700,15,8957,0,439,0,-439,0,0,0,0,2020,512,1508
250121,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,2331,13013,0,-10682,9754,0,15,9754,225,839,0,-614,0,0,0,0,2105,563,1542
250114,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,1565,13767,0,-12202,11278,0,15,11278,0,877,0,-877,0,0,0,0,2473,672,1801
250107,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,13874I,1611,14534,0,-12923,11901,0,15,11901,0,932,0,-932,0,0,0,0,2512,558,1954
250729,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,3206,21541,0,-18335,17418,4295,330,13123,3108,762,0,2346,0,0,0,0,3975,1109,2866
250722,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,4454,21626,0,-17172,17042,6508,330,10534,2928,769,0,2159,0,0,0,0,5614,1135,4479
250715,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,6271,21731,0,-15460,17325,6508,330,10817,2628,739,0,1889,0,0,0,0,3709,955,2754
250708,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,5328,21571,0,-16243,17671,5200,330,12471,3455,713,0,2742,0,0,0,0,3449,2419,1030
250701,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,3400,23153,0,-19753,17658,3622,330,14036,3375,728,0,2647,0,0,0,0,3561,491,3070
250624,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,3307,23578,0,-20271,17679,3403,480,14276,3390,721,0,2669,0,0,0,0,3816,490,3326
250617,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,6402,27420,8098,-21018,18277,3403,480,14874,3910,769,0,3141,0,0,0,0,4027,1024,3003
250610,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,4113,27391,0,-23278,18993,941,480,18052,3948,825,0,3123,0,0,0,0,3168,1065,2103
250603,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,4000,27846,0,-23846,18968,182,480,18786,3582,738,0,2844,0,221,0,-221,3072,635,2437
250527,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,4000,28734,0,-24734,20527,182,480,20345,3808,781,0,3027,0,690,0,-690,2994,942,2052
250520,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,4000,27739,0,-23739,20600,182,480,20418,3395,785,0,2610,0,1284,0,-1284,3037,1042,1995
250513,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,5001,27596,0,-22595,19893,1707,1052,18186,2943,736,0,2207,0,0,0,0,3348,1146,2202
250506,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,2778,28033,0,-25255,24280,182,150,24098,3128,820,0,2308,0,0,0,0,2907,4058,-1151
250429,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,2778,30761,0,-27983,23751,182,150,23569,3064,790,0,2274,0,0,0,0,3237,1097,2140
250422,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,2778,32709,0,-29931,26239,0,0,26239,2725,928,0,1797,0,0,0,0,2937,1042,1895
250415,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,2778,32601,0,-29823,25551,0,0,25551,2640,723,0,1917,0,0,0,0,3168,813,2355
250408,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,571,39797,0,-39226,34557,0,0,34557,2745,781,0,1964,0,0,0,0,3429,724,2705
250401,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,571,35434,0,-34863,31015,0,0,31015,2488,1213,0,1275,0,0,0,0,4022,1449,2573
250325,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,571,37181,0,-36610,34893,0,0,34893,2027,902,0,1125,0,0,0,0,3404,2812,592
250318,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,951,35953,9990,-35002,30568,223,0,30345,1828,1602,241,226,0,0,0,0,6270,1839,4431
250311,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,951,28197,0,-27246,20881,223,0,20658,2157,1184,0,973,0,218,0,-218,6518,685,5833
250304,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,8653,20848,0,-12195,10532,2949,93,7583,2571,771,0,1800,0,218,0,-218,3849,819,3030
250225,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,3382,20067,0,-16685,12499,285,93,12214,2703,814,0,1889,0,218,0,-218,3640,840,2800
250218,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,3436,19695,0,-16259,11909,285,93,11624,3310,759,0,2551,0,218,0,-218,3235,933,2302
250211,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,3632,19689,0,-16057,11409,285,93,11124,3301,500,0,2801,0,218,0,-218,3224,874,2350
250204,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,3681,12829,0,-9148,6875,2424,93,4451,3017,500,0,2517,0,218,0,-218,3217,819,2398
250128,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,3788,12786,0,-8998,6871,3598,93,3273,2180,500,0,1680,0,218,0,-218,5164,901,4263
250121,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,4406,12446,0,-8040,6229,2376,93,3853,1229,729,0,500,0,218,0,-218,4545,640,3905
250114,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,7054,11920,0,-4866,7076,5032,93,2044,1079,892,0,187,0,218,0,-218,3575,722,2853
250107,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,13874J,7013,10641,0,-3628,7105,6809,151,296,1039,892,0,147,0,218,0,-218,4146,743,3403
250729,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,3423,23390,0,-19967,18046,0,0,18046,400,599,0,-199,400,0,0,400,2111,391,1720
250722,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,3371,23122,0,-19751,17951,0,0,17951,400,825,0,-425,400,0,0,400,2130,305,1825
250715,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,3296,23144,0,-19848,17891,0,0,17891,400,487,0,-87,400,0,0,400,1986,342,1644
250708,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,3063,22909,0,-19846,18938,0,0,18938,606,395,0,211,0,744,0,-744,1780,339,1441
250701,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,2959,22184,0,-19225,18218,0,0,18218,400,0,0,400,0,792,0,-792,1777,378,1399
250617,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,2135,17002,12917,-14867,16945,0,0,16945,400,327,0,73,0,2869,0,-2869,1599,881,718
250610,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,2868,16469,0,-13601,16063,0,0,16063,400,632,0,-232,0,3205,0,-3205,1498,523,975
250603,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,2868,14975,0,-12107,14426,0,0,14426,640,324,0,316,0,3250,0,-3250,1330,715,615
250520,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,2802,12205,0,-9403,12321,0,20,12321,400,465,0,-65,0,3616,0,-3616,1255,492,763
250506,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,3484,11459,2,-7975,9209,1893,20,7316,400,204,0,196,0,0,0,0,1044,581,463
250429,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,4671,11232,0,-6561,9370,3430,20,5940,638,386,0,252,0,0,0,0,1011,642,369
250422,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,4459,11110,0,-6651,9320,3385,20,5935,638,325,0,313,0,0,0,0,1138,735,403
250318,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,2966,10844,4095,-7878,8146,1899,20,6247,645,0,0,645,0,0,0,0,3016,2030,986
250211,E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE,13874P,2342,10083,0,-7741,6745,629,140,6116,830,0,0,830,0,0,0,0,1288,493,795
250729,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,32387,17083,0,15304,24610,8473,1454,16137,91497,79011,8238,12486,1976,9368,0,-7392,72218,108753,-36535
250722,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,28376,15506,0,12870,20827,10232,1510,10595,81898,68279,7239,13619,2884,5717,7,-2833,65975,100226,-34251
250715,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,20962,15359,0,5603,24980,4922,1716,20058,46631,42941,5807,3690,3640,4043,1,-403,66973,95921,-28948
250708,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,9446,16380,0,-6934,26383,4462,1088,21921,55390,33167,5200,22223,1890,1753,1,137,63653,101000,-37347
250701,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,8789,17511,0,-8722,23843,2613,1245,21230,33466,4840,6434,28626,1150,1769,0,-619,60846,101361,-40515
250624,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,11936,0,0,11936,24691,2459,1111,22232,20654,30666,1869,-10012,2547,0,46,2547,56670,83373,-26703
250617,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,11883,28899,198,-17016,26747,2213,1161,24534,82778,102729,34784,-19951,5394,8422,0,-3028,67643,52182,15461
250610,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,9333,29477,0,-20144,27273,757,1037,26516,73318,67433,3271,5885,1750,9369,0,-7619,63124,67762,-4638
250603,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,9798,26897,0,-17099,27108,702,1187,26406,59897,54692,3758,5205,1750,8820,0,-7070,60708,68150,-7442
250527,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,7831,33079,0,-25248,29364,2061,1125,27303,67195,48338,2501,18857,1750,9345,0,-7595,63772,77089,-13317
250520,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,13874U,4631,28784,0,-24153,26561,4105,1031,22456,65519,39220,2947,26299,1750,7402,14,-5652,61349,80299,-18950
